datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,pollution,sunlight,traffic,count
2011-02-18 20:00:00,1,0,1,1,24.6,31.06,31,12.998,52.312796936531306,24.601000000000003,0.0002423054021920468,124
2012-02-15 01:00:00,1,0,1,1,13.94,18.18,53,0.0,0.14263529208344025,13.940999999999999,0.0,5
2012-04-02 19:00:00,2,0,1,1,20.5,24.24,27,16.9979,56.5781889219995,20.501,0.0002423054021920468,494
2012-10-18 05:00:00,4,0,1,1,18.04,21.97,82,15.0013,4.469121248976452,18.041,0.0002423054021920468,42
2011-12-08 04:00:00,4,0,1,2,9.84,9.85,60,31.0009,1.1053042472744308,9.841,0.0002423054021920468,2
2011-06-18 11:00:00,2,0,0,1,29.52,34.09,62,8.9981,6.433893821794198,29.521,0.0002423054021920468,404
2011-08-15 21:00:00,3,0,1,1,27.06,31.06,65,12.998,1.6799229424032456,27.061,0.004489314454335112,184
2011-04-10 02:00:00,2,0,0,2,15.58,19.695,87,6.0032,2.283943359462187,15.581,0.01561450243171645,36
2011-12-01 06:00:00,4,0,1,1,9.84,10.605,65,19.0012,1.222108384556558,9.841,0.0002423054021920468,97
2012-10-07 05:00:00,4,0,0,2,18.04,21.97,54,8.9981,2.8911681176523674,18.041,0.0002423054021920468,10
2011-01-14 22:00:00,1,0,1,2,6.56,11.365,69,0.0,0.5896459660401483,6.561,0.0002423054021920468,36
2011-05-11 13:00:00,2,0,1,1,25.42,31.06,50,0.0,66.89154672824243,25.421000000000003,0.0,193
2011-02-17 08:00:00,1,0,1,1,13.12,16.665,57,6.0032,23.587650126470667,13.120999999999999,0.0,285
2011-06-13 06:00:00,2,0,1,1,22.14,25.76,64,27.9993,0.8536835279416202,22.141000000000002,0.0002423054021920468,105
2012-11-11 00:00:00,4,0,0,1,13.94,17.425,81,6.0032,77.1834470624148,13.940999999999999,0.004489314454335112,124
2011-12-16 06:00:00,4,0,1,2,18.04,21.97,33,19.9995,6.992892357686627,18.041,0.01561450243171645,82
2012-11-02 22:00:00,4,0,1,1,14.76,16.665,46,16.9979,2.7741836377672993,14.761,0.01561450243171645,149
2011-03-09 12:00:00,1,0,1,2,13.12,15.15,76,16.9979,42.1739500045718,13.120999999999999,0.01561450243171645,98
2011-05-19 16:00:00,2,0,1,1,23.78,27.275,64,12.998,8.30216921789286,23.781000000000002,0.0002423054021920468,302
2012-10-19 05:00:00,4,0,1,2,22.14,25.76,88,0.0,7.925950758105309,22.141000000000002,0.004489314454335112,36
2012-03-15 16:00:00,1,0,1,1,29.52,32.575,37,26.0027,89.2860048454559,29.521,0.01561450243171645,426
2011-07-01 15:00:00,3,0,1,1,33.62,34.85,21,16.9979,129.7776963815462,33.620999999999995,0.0,381
2012-06-19 18:00:00,2,0,1,1,32.8,37.88,55,11.0014,9.79457176947129,32.800999999999995,0.0,795
2011-12-05 17:00:00,4,0,1,1,17.22,21.21,77,0.0,69.18912892650526,17.221,0.004489314454335112,446
2011-03-13 05:00:00,1,0,0,1,14.76,17.425,62,8.9981,0.133959959159762,14.761,0.0002423054021920468,3
2011-08-05 19:00:00,3,0,1,1,30.34,34.09,55,16.9979,54.58513870481253,30.341,0.0002423054021920468,372
2012-09-17 02:00:00,3,0,1,1,21.32,25.0,72,0.0,1.4450618511174902,21.321,0.0,13
2011-04-06 07:00:00,2,0,1,1,10.66,13.635,65,7.0015,12.454294533161198,10.661,0.0002423054021920468,133
2011-10-08 06:00:00,4,0,0,1,17.22,21.21,94,0.0,3.456478269921179,17.221,0.0002423054021920468,22
2011-09-11 22:00:00,3,0,0,1,25.42,30.305,69,26.0027,3.7459167852682844,25.421000000000003,0.0002423054021920468,95
2012-05-02 23:00:00,2,0,1,2,20.5,24.24,77,16.9979,9.543369882251847,20.501,0.0,98
2012-08-09 18:00:00,3,0,1,2,33.62,37.88,46,16.9979,179.38259121168508,33.620999999999995,0.0002423054021920468,811
2011-09-14 06:00:00,3,0,1,1,23.78,27.275,88,7.0015,7.050239955626831,23.781000000000002,0.0002423054021920468,145
2012-01-19 00:00:00,1,0,1,1,5.74,6.82,50,12.998,8.37626497661177,5.7410000000000005,0.004489314454335112,16
2012-09-19 17:00:00,3,0,1,1,24.6,31.06,38,15.0013,56.389511147196224,24.601000000000003,0.004489314454335112,886
2012-05-08 13:00:00,2,0,1,3,26.24,30.305,65,16.9979,21.662606488166436,26.241,0.01561450243171645,219
2012-08-02 04:00:00,3,0,1,1,27.06,30.305,83,0.0,4.989814429695651,27.061,0.0002423054021920468,9
2011-12-17 22:00:00,4,0,0,1,8.2,10.605,75,11.0014,0.6995060691915047,8.200999999999999,0.0002423054021920468,80
2011-10-01 01:00:00,4,0,0,1,19.68,23.485,67,22.0028,5.905888050658106,19.681,0.004489314454335112,58
2012-11-17 03:00:00,4,0,0,1,10.66,12.88,65,12.998,3.3720028060516904,10.661,0.0,21
2011-07-13 21:00:00,3,0,1,1,28.7,33.335,79,7.0015,200.20287034307313,28.701,0.01561450243171645,250
2012-10-14 05:00:00,4,0,0,1,16.4,20.455,82,12.998,9.375458422931292,16.401,0.0,11
2011-03-16 03:00:00,1,0,1,2,11.48,13.635,100,15.0013,0.553313939178935,11.481,0.0,3
2011-04-08 23:00:00,2,0,1,2,12.3,14.395,93,15.0013,5.096255342853012,12.301,0.004489314454335112,35
2011-06-04 07:00:00,2,0,0,1,22.96,26.515,56,0.0,11.357946270779024,22.961000000000002,0.0,87
2011-04-06 08:00:00,2,0,1,1,13.12,15.15,61,15.0013,100.49955163881162,13.120999999999999,0.0,325
2012-01-08 06:00:00,1,0,0,2,12.3,16.665,52,0.0,0.7549460296008195,12.301,0.004489314454335112,2
2012-04-03 16:00:00,2,0,1,1,25.42,30.305,21,11.0014,191.18928537706088,25.421000000000003,0.0,485
2012-09-10 16:00:00,3,0,1,1,27.06,31.06,34,22.0028,294.76971752715,27.061,0.01561450243171645,488
2011-10-12 02:00:00,4,0,1,2,22.96,26.515,83,19.0012,1.429371525331237,22.961000000000002,0.0,2
2012-03-16 11:00:00,1,0,1,2,18.04,21.97,77,0.0,77.13092296592198,18.041,0.0002423054021920468,207
2011-02-18 09:00:00,1,0,1,2,17.22,21.21,77,12.998,55.87241097024262,17.221,0.0,169
2012-12-16 01:00:00,4,0,0,3,13.94,17.425,76,7.0015,15.170982196612155,13.940999999999999,0.004489314454335112,96
2012-01-05 05:00:00,1,0,1,2,8.2,11.365,59,6.0032,8.340021982165366,8.200999999999999,0.0002423054021920468,26
2012-05-18 08:00:00,2,0,1,1,21.32,25.0,59,8.9981,540.5415675262952,21.321,0.0,745
2012-09-09 07:00:00,3,0,0,1,22.14,25.76,73,11.0014,23.756432059252695,22.141000000000002,0.0002423054021920468,70
2011-08-18 13:00:00,3,0,1,1,32.8,37.12,52,23.9994,121.18737446396175,32.800999999999995,0.004489314454335112,187
2012-11-05 22:00:00,4,0,1,1,11.48,13.635,56,12.998,25.220228934647622,11.481,0.0002423054021920468,115
2011-07-17 13:00:00,3,0,0,1,32.8,37.12,49,19.9995,6.508280805345556,32.800999999999995,0.0,472
2012-09-16 00:00:00,3,0,0,1,22.14,25.76,64,0.0,50.532707334917106,22.141000000000002,0.01561450243171645,151
2012-04-08 21:00:00,2,0,0,1,21.32,25.0,34,15.0013,29.431240556756666,21.321,0.0002423054021920468,130
2011-11-08 14:00:00,4,0,1,1,22.96,26.515,46,7.0015,44.021331315857445,22.961000000000002,0.004489314454335112,161
2011-04-17 08:00:00,2,0,0,1,15.58,19.695,46,26.0027,0.6937288936499763,15.581,0.0002423054021920468,43
2011-10-09 23:00:00,4,0,0,1,20.5,24.24,88,7.0015,19.747465142306364,20.501,0.0002423054021920468,123
2011-01-15 15:00:00,1,0,0,2,13.12,15.91,36,12.998,5.345910134892388,13.120999999999999,0.0,129
2012-10-11 02:00:00,4,0,1,1,17.22,21.21,50,8.9981,0.48265951281009567,17.221,0.01561450243171645,11
2012-08-06 23:00:00,3,0,1,1,29.52,34.85,74,12.998,13.282687687621413,29.521,0.01561450243171645,113
2012-03-12 15:00:00,1,0,1,1,22.96,26.515,40,8.9981,57.99735617145663,22.961000000000002,0.0002423054021920468,233
2012-08-12 09:00:00,3,0,0,1,28.7,32.575,48,15.0013,50.09691881271103,28.701,0.0002423054021920468,217
2012-10-15 09:00:00,4,0,1,3,24.6,29.545,69,26.0027,222.7452456991186,24.601000000000003,0.0002423054021920468,359
2011-02-07 16:00:00,1,0,1,2,14.76,17.425,57,8.9981,10.261348408767242,14.761,0.0,114
2011-08-10 03:00:00,3,0,1,1,28.7,32.575,58,11.0014,2.177997804388205,28.701,0.0,4
2011-06-19 04:00:00,2,0,0,2,27.06,31.06,74,8.9981,2.070902837660635,27.061,0.0,17
2011-08-19 11:00:00,3,0,1,2,29.52,34.09,66,6.0032,16.984753335491146,29.521,0.01561450243171645,165
2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,48.45139855357308,14.761,0.0,70
2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,1.5267346831370658,18.861,0.004489314454335112,3
2011-06-07 17:00:00,2,0,1,1,32.8,36.365,43,16.9979,12.055464862200425,32.800999999999995,0.01561450243171645,539
2012-09-14 04:00:00,3,0,1,1,22.14,25.76,77,0.0,0.4048679799058871,22.141000000000002,0.0002423054021920468,12
2012-07-04 21:00:00,3,1,0,1,34.44,40.15,53,8.9981,46.72575745032112,34.440999999999995,0.0,584
2011-05-17 08:00:00,2,0,1,2,21.32,25.0,94,19.9995,65.3910078537759,21.321,0.004489314454335112,347
2012-05-11 19:00:00,2,0,1,1,26.24,30.305,23,16.9979,40.50789629463192,26.241,0.0002423054021920468,503
2012-05-15 23:00:00,2,0,1,3,22.96,26.515,88,7.0015,38.05321794184731,22.961000000000002,0.004489314454335112,71
2011-03-01 12:00:00,1,0,1,1,12.3,15.15,39,8.9981,6.3994470554066645,12.301,0.01561450243171645,86
2012-06-03 14:00:00,2,0,0,1,27.88,31.82,36,22.0028,228.02546768639098,27.881,0.01561450243171645,678
2011-08-08 08:00:00,3,0,1,1,30.34,34.09,58,22.0028,247.71971892852207,30.341,0.0,349
2012-11-11 21:00:00,4,0,0,1,18.04,21.97,67,15.0013,23.265861386124435,18.041,0.004489314454335112,171
2011-08-16 08:00:00,3,0,1,1,28.7,32.575,58,30.0026,14.344741432985387,28.701,0.004489314454335112,441
2011-12-14 04:00:00,4,0,1,1,10.66,15.15,75,0.0,0.31505418190500295,10.661,0.0002423054021920468,4
2012-09-02 12:00:00,3,0,0,3,30.34,34.85,70,0.0,184.59050656680623,30.341,0.0002423054021920468,545
2012-03-05 01:00:00,1,0,1,1,9.84,12.12,48,8.9981,2.3278139438063707,9.841,0.004489314454335112,6
2011-09-06 12:00:00,3,0,1,3,22.14,25.76,83,26.0027,16.557202230555955,22.141000000000002,0.0,67
2012-01-09 10:00:00,1,0,1,1,9.84,14.395,60,0.0,9.559701423098566,9.841,0.0002423054021920468,108
2012-11-15 02:00:00,4,0,1,2,10.66,12.88,70,11.0014,4.8230050248769585,10.661,0.0002423054021920468,7
2012-07-07 23:00:00,3,0,0,1,34.44,40.91,56,11.0014,54.45224428903723,34.440999999999995,0.01561450243171645,148
2011-11-01 18:00:00,4,0,1,1,17.22,21.21,58,7.0015,182.11621379264605,17.221,0.004489314454335112,460
2011-04-14 20:00:00,2,0,1,1,20.5,24.24,51,12.998,1.1654327575481431,20.501,0.0,169
2012-07-15 14:00:00,3,0,0,1,36.9,40.91,37,16.9979,74.7470104886282,36.900999999999996,0.0002423054021920468,476
2012-02-07 05:00:00,1,0,1,1,13.12,16.665,49,6.0032,0.05649063920004876,13.120999999999999,0.0002423054021920468,15
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,11.333564826224759,8.200999999999999,0.0002423054021920468,47
2012-09-15 04:00:00,3,0,0,2,24.6,29.545,69,23.9994,1.5068746568150477,24.601000000000003,0.01561450243171645,6
2011-12-17 13:00:00,4,0,0,2,11.48,13.635,48,16.9979,7.531483928747008,11.481,0.01561450243171645,236
2011-10-08 16:00:00,4,0,0,1,26.24,31.06,44,6.0032,40.84633208039798,26.241,0.0,451
2011-04-12 04:00:00,2,0,1,2,22.96,26.515,64,8.9981,0.8833678986138527,22.961000000000002,0.01561450243171645,6
2012-04-16 00:00:00,2,1,0,1,26.24,31.06,53,22.0028,7.718310226479636,26.241,0.0002423054021920468,41
2011-08-05 14:00:00,3,0,1,2,31.98,35.605,52,16.9979,91.11332862974153,31.981,0.004489314454335112,245
2012-01-05 09:00:00,1,0,1,2,9.02,13.635,69,0.0,102.71358252802709,9.020999999999999,0.004489314454335112,227
2012-05-14 16:00:00,2,0,1,3,25.42,30.305,69,19.0012,0.3822465090449927,25.421000000000003,0.0,111
2011-05-17 19:00:00,2,0,1,1,24.6,29.545,69,16.9979,41.59435539717301,24.601000000000003,0.0002423054021920468,349
2012-11-17 16:00:00,4,0,0,1,16.4,20.455,40,15.0013,58.15392883615133,16.401,0.004489314454335112,469
2012-06-18 21:00:00,2,0,1,2,25.42,29.545,73,7.0015,58.4181153255546,25.421000000000003,0.004489314454335112,273
2012-07-14 05:00:00,3,0,0,2,26.24,30.305,73,7.0015,1.2115599430812343,26.241,0.004489314454335112,5
2012-11-08 09:00:00,4,0,1,1,13.12,14.395,31,23.9994,13.45714274852878,13.120999999999999,0.0002423054021920468,275
2012-06-17 23:00:00,2,0,0,1,23.78,27.275,64,12.998,18.055733146554342,23.781000000000002,0.004489314454335112,108
2011-11-13 19:00:00,4,0,0,1,20.5,24.24,29,23.9994,3.6697912957229417,20.501,0.0002423054021920468,157
2012-01-13 22:00:00,1,0,1,1,8.2,9.09,47,22.0028,9.714876029699232,8.200999999999999,0.0,65
2011-12-19 05:00:00,4,0,1,1,5.74,8.335,93,7.0015,0.0899332483232464,5.7410000000000005,0.01561450243171645,21
2011-03-15 04:00:00,1,0,1,1,9.84,12.88,75,6.0032,0.37194940023403844,9.841,0.01561450243171645,2
2011-01-19 14:00:00,1,0,1,1,16.4,20.455,58,16.9979,8.426383476362028,16.401,0.0002423054021920468,75
2012-10-01 11:00:00,4,0,1,1,23.78,27.275,46,0.0,16.903478075957587,23.781000000000002,0.004489314454335112,272
2011-04-17 00:00:00,2,0,0,2,18.04,21.97,77,19.0012,8.197947959132811,18.041,0.0002423054021920468,33
2011-03-12 22:00:00,1,0,0,1,14.76,18.94,71,0.0,39.90062137020168,14.761,0.01561450243171645,63
2011-06-04 00:00:00,2,0,0,1,22.96,26.515,52,0.0,0.5887125907003136,22.961000000000002,0.004489314454335112,93
2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,34.37244175543666,6.561,0.0002423054021920468,56
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,0.948257223797971,7.381,0.004489314454335112,61
2011-09-15 21:00:00,3,0,1,1,18.86,22.725,63,22.0028,30.947920267992664,18.861,0.01561450243171645,145
2011-11-15 19:00:00,4,0,1,2,20.5,24.24,72,23.9994,150.13566343663393,20.501,0.01561450243171645,286
2012-03-07 01:00:00,1,0,1,1,12.3,13.635,61,19.9995,1.0446455972445456,12.301,0.01561450243171645,5
2011-08-02 18:00:00,3,0,1,2,35.26,37.88,34,12.998,67.30061250704799,35.260999999999996,0.004489314454335112,556
2011-04-17 19:00:00,2,0,0,1,22.96,26.515,30,19.9995,0.4576156409523569,22.961000000000002,0.004489314454335112,210
2011-12-08 01:00:00,4,0,1,1,10.66,11.365,81,23.9994,1.8376684384367514,10.661,0.01561450243171645,7
2012-03-19 13:00:00,1,0,1,1,25.42,30.305,61,16.9979,55.48361017116209,25.421000000000003,0.0,263
2011-04-11 01:00:00,2,0,1,1,18.86,22.725,94,19.0012,2.8852657028357758,18.861,0.01561450243171645,4
2011-05-01 04:00:00,2,0,0,1,16.4,20.455,76,7.0015,2.520284389718738,16.401,0.01561450243171645,17
2011-02-18 14:00:00,1,0,1,1,27.06,31.06,36,19.9995,19.067533170602296,27.061,0.01561450243171645,191
2012-11-09 16:00:00,4,0,1,1,18.86,22.725,38,11.0014,53.169588407059365,18.861,0.0002423054021920468,434
2012-06-10 00:00:00,2,0,0,1,27.06,31.06,69,7.0015,58.069992670884766,27.061,0.0002423054021920468,158
2011-03-02 03:00:00,1,0,1,1,9.02,10.605,69,19.0012,1.3792584998677428,9.020999999999999,0.0,4
2012-09-05 17:00:00,3,0,1,1,31.16,36.365,66,16.9979,149.19350011394766,31.161,0.0,863
2012-12-05 07:00:00,4,0,1,3,18.86,22.725,59,19.9995,11.695129190677218,18.861,0.004489314454335112,398
2012-04-03 11:00:00,2,0,1,1,19.68,23.485,23,0.0,13.539284331417134,19.681,0.0,258
2011-04-10 08:00:00,2,0,0,2,15.58,19.695,94,6.0032,17.016051646700852,15.581,0.0,55
2011-05-13 14:00:00,2,0,1,2,21.32,25.0,87,19.0012,2.1994480498200466,21.321,0.0,190
2012-09-06 14:00:00,3,0,1,1,30.34,35.605,74,6.0032,165.07544258556976,30.341,0.01561450243171645,216
2011-09-17 02:00:00,3,0,0,1,18.86,22.725,82,6.0032,30.544238641733187,18.861,0.01561450243171645,79
2012-05-17 03:00:00,2,0,1,1,24.6,29.545,73,16.9979,2.4042432211163076,24.601000000000003,0.0002423054021920468,3
2012-02-17 19:00:00,1,0,1,1,15.58,19.695,37,15.0013,94.0889903252814,15.581,0.0002423054021920468,282
2012-12-11 17:00:00,4,0,1,1,13.12,15.15,53,15.0013,2.289468507192178,13.120999999999999,0.01561450243171645,601
2012-09-02 03:00:00,3,0,0,1,27.06,29.545,89,6.0032,0.36663207439186946,27.061,0.0,42
2012-11-18 12:00:00,4,0,0,1,16.4,20.455,62,19.0012,6.251702803352305,16.401,0.004489314454335112,442
2012-08-11 14:00:00,3,0,0,1,32.8,37.12,49,19.9995,311.737293436114,32.800999999999995,0.0,538
2011-09-10 04:00:00,3,0,0,1,23.78,27.275,94,6.0032,1.3351859344880943,23.781000000000002,0.0002423054021920468,7
2011-06-18 04:00:00,2,0,0,1,24.6,27.275,88,6.0032,1.8833465005278678,24.601000000000003,0.004489314454335112,5
2011-12-16 00:00:00,4,0,1,1,20.5,24.24,72,22.0028,2.9592020758520206,20.501,0.0002423054021920468,72
2012-07-10 03:00:00,3,0,1,1,27.88,31.82,79,0.0,0.40221773198893473,27.881,0.0,3
2012-04-17 06:00:00,2,0,1,1,24.6,31.06,46,16.9979,47.81120786909677,24.601000000000003,0.0002423054021920468,144
2012-06-06 02:00:00,2,0,1,1,20.5,24.24,68,0.0,7.262258199114218,20.501,0.004489314454335112,11
2012-07-06 08:00:00,3,0,1,1,32.8,35.605,41,11.0014,12.131072561545748,32.800999999999995,0.0002423054021920468,585
2011-10-13 07:00:00,4,0,1,3,22.14,25.76,100,8.9981,23.876821830977857,22.141000000000002,0.004489314454335112,81
2012-05-01 13:00:00,2,0,1,2,29.52,33.335,51,15.0013,15.040863295511487,29.521,0.0,249
2011-05-16 17:00:00,2,0,1,1,23.78,27.275,88,15.0013,42.13790182087519,23.781000000000002,0.01561450243171645,274
2012-06-14 08:00:00,2,0,1,1,24.6,30.305,64,22.0028,272.64457238042104,24.601000000000003,0.0,719
2011-09-05 17:00:00,3,1,0,2,27.06,29.545,89,7.0015,9.014773560345558,27.061,0.0,114
2011-10-01 02:00:00,4,0,0,1,18.86,22.725,63,27.9993,0.9279465308070842,18.861,0.01561450243171645,67
2012-06-05 17:00:00,2,0,1,1,24.6,31.06,43,0.0,101.41512648873879,24.601000000000003,0.0002423054021920468,850
2012-08-19 10:00:00,3,0,0,2,27.88,31.82,69,0.0,54.289541489378216,27.881,0.0002423054021920468,425
2012-04-14 15:00:00,2,0,0,2,26.24,31.06,27,23.9994,360.4765640637374,26.241,0.0002423054021920468,658
2012-04-18 22:00:00,2,0,1,2,17.22,21.21,77,6.0032,1.334852717264819,17.221,0.004489314454335112,162
2011-07-18 04:00:00,3,0,1,1,26.24,29.545,78,11.0014,0.43642108814832414,26.241,0.01561450243171645,4
2011-02-06 10:00:00,1,0,0,1,12.3,14.395,52,16.9979,32.54261198188505,12.301,0.004489314454335112,89
2012-01-04 21:00:00,1,0,1,2,8.2,12.88,44,0.0,5.562880102302192,8.200999999999999,0.004489314454335112,90
2012-08-01 21:00:00,3,0,1,1,29.52,34.09,70,8.9981,61.78582917398273,29.521,0.0002423054021920468,320
2011-04-05 17:00:00,2,0,1,1,17.22,21.21,38,27.9993,11.796279016151724,17.221,0.0002423054021920468,273
2011-02-04 07:00:00,1,0,1,1,5.74,10.605,59,0.0,43.8008490315755,5.7410000000000005,0.01561450243171645,87
2011-10-18 09:00:00,4,0,1,2,21.32,25.0,77,6.0032,18.838321598779622,21.321,0.01561450243171645,227
2011-05-04 19:00:00,2,0,1,1,17.22,21.21,58,23.9994,179.86464989922473,17.221,0.01561450243171645,296
2011-02-14 20:00:00,1,0,1,1,14.76,15.91,46,31.0009,45.63949898497065,14.761,0.01561450243171645,70
2012-03-07 21:00:00,1,0,1,1,18.04,21.97,62,16.9979,18.545136936868282,18.041,0.0,188
2011-09-19 19:00:00,3,0,1,2,22.96,26.515,68,7.0015,270.2698657482968,22.961000000000002,0.0,374
2012-03-15 04:00:00,1,0,1,1,18.04,21.97,77,7.0015,0.4591769497712756,18.041,0.0,14
2011-09-10 20:00:00,3,0,0,1,27.06,31.06,69,7.0015,81.01021807153124,27.061,0.004489314454335112,245
2011-10-14 19:00:00,4,0,1,1,22.14,25.76,39,22.0028,86.20161330784818,22.141000000000002,0.01561450243171645,248
2012-10-06 02:00:00,4,0,0,1,22.96,26.515,78,12.998,37.034126166248875,22.961000000000002,0.004489314454335112,75
2011-05-15 04:00:00,2,0,0,2,21.32,25.0,100,0.0,0.01094842349020705,21.321,0.0,13
2012-05-05 06:00:00,2,0,0,2,22.14,25.76,94,0.0,12.881858300234505,22.141000000000002,0.01561450243171645,42
2011-02-13 18:00:00,1,0,0,1,16.4,20.455,32,19.9995,12.216802277424415,16.401,0.01561450243171645,95
2011-02-04 00:00:00,1,0,1,2,8.2,12.88,44,0.0,5.69759004832782,8.200999999999999,0.0002423054021920468,13
2012-08-10 09:00:00,3,0,1,2,26.24,28.79,89,0.0,145.2176794577166,26.241,0.0,220
2012-05-10 20:00:00,2,0,1,1,21.32,25.0,40,22.0028,117.18695959162694,21.321,0.004489314454335112,374
2012-04-13 02:00:00,2,0,1,1,13.94,16.665,49,12.998,0.7869749663480159,13.940999999999999,0.0002423054021920468,11
2011-04-10 00:00:00,2,0,0,2,15.58,19.695,87,6.0032,23.1638888638259,15.581,0.0,53
2012-05-04 17:00:00,2,0,1,1,28.7,32.575,54,31.0009,83.74484445123535,28.701,0.004489314454335112,643
2011-03-15 06:00:00,1,0,1,1,9.02,11.365,80,12.998,13.79269298073629,9.020999999999999,0.0002423054021920468,35
2012-10-18 13:00:00,4,0,1,1,25.42,31.06,53,23.9994,301.2330482540577,25.421000000000003,0.0,332
2011-02-11 08:00:00,1,0,1,1,4.1,6.06,74,11.0014,2.119323344938207,4.101,0.01561450243171645,216
2011-11-17 21:00:00,4,0,1,1,12.3,14.395,42,16.9979,29.385962411293335,12.301,0.01561450243171645,116
2011-12-09 11:00:00,4,0,1,1,13.12,15.15,70,16.9979,79.6797947213408,13.120999999999999,0.0002423054021920468,136
2011-08-10 15:00:00,3,0,1,1,35.26,37.12,30,22.0028,30.20108388222522,35.260999999999996,0.0,194
2011-10-18 13:00:00,4,0,1,2,26.24,31.06,38,12.998,12.496626379102032,26.241,0.0,219
2012-11-14 13:00:00,4,0,1,1,14.76,16.665,43,16.9979,29.11806834866041,14.761,0.0,214
2011-04-06 21:00:00,2,0,1,1,18.86,22.725,41,19.0012,66.8880331451667,18.861,0.01561450243171645,102
2011-11-10 19:00:00,4,0,1,2,14.76,17.425,71,15.0013,5.278423862958232,14.761,0.004489314454335112,211
2012-10-09 18:00:00,4,0,1,2,20.5,24.24,72,15.0013,11.8543823200716,20.501,0.0002423054021920468,784
2011-03-14 10:00:00,1,0,1,1,13.94,15.91,42,16.9979,0.696178319391202,13.940999999999999,0.0,84
2011-09-09 01:00:00,3,0,1,2,25.42,25.76,100,11.0014,5.157410680100278,25.421000000000003,0.0002423054021920468,8
2011-05-04 22:00:00,2,0,1,1,15.58,19.695,62,15.0013,9.605052595322647,15.581,0.004489314454335112,89
2011-08-19 12:00:00,3,0,1,2,30.34,34.09,62,6.0032,193.22811769976622,30.341,0.01561450243171645,222
2012-09-10 04:00:00,3,0,1,1,21.32,25.0,68,19.0012,0.3730950279280393,21.321,0.0002423054021920468,5
2012-08-09 17:00:00,3,0,1,1,35.26,37.88,36,16.9979,159.87563539995233,35.260999999999996,0.0002423054021920468,810
2011-02-04 05:00:00,1,0,1,2,5.74,7.575,63,8.9981,0.1932781155694578,5.7410000000000005,0.0,7
2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,17.96124248180508,8.200999999999999,0.01561450243171645,57
2011-02-04 06:00:00,1,0,1,2,6.56,11.365,55,0.0,16.64332520356091,6.561,0.0,28
2012-08-14 12:00:00,3,0,1,1,31.98,35.605,49,8.9981,63.473274847012924,31.981,0.01561450243171645,300
2012-06-13 20:00:00,2,0,1,1,27.88,31.82,36,27.9993,38.477734069796284,27.881,0.004489314454335112,448
2012-03-14 20:00:00,1,0,1,1,25.42,31.06,35,7.0015,72.04563328782693,25.421000000000003,0.004489314454335112,330
2012-01-04 15:00:00,1,0,1,2,7.38,7.575,37,22.0028,9.595123582750483,7.381,0.0002423054021920468,90
2012-01-07 18:00:00,1,0,0,1,22.14,25.76,45,8.9981,49.495711024681704,22.141000000000002,0.0,297
2012-02-05 11:00:00,1,0,0,2,10.66,12.88,70,12.998,37.35562634516518,10.661,0.0,182
2011-04-19 19:00:00,2,0,1,2,20.5,24.24,72,12.998,209.29437799527437,20.501,0.0002423054021920468,276
2011-12-08 17:00:00,4,0,1,1,12.3,15.91,49,7.0015,54.09498882624942,12.301,0.0002423054021920468,331
2012-11-05 18:00:00,4,0,1,1,13.94,15.91,46,15.0013,45.720323487085835,13.940999999999999,0.0002423054021920468,542
2012-01-19 21:00:00,1,0,1,1,10.66,11.365,44,23.9994,39.45970245560655,10.661,0.0002423054021920468,121
2012-08-14 02:00:00,3,0,1,2,27.88,31.82,83,12.998,0.007610140083477804,27.881,0.01561450243171645,11
2011-02-16 16:00:00,1,0,1,1,18.86,22.725,31,26.0027,18.696690973632652,18.861,0.004489314454335112,122
2011-09-01 16:00:00,3,0,1,1,30.34,33.335,51,12.998,8.049452007839513,30.341,0.0,308
2011-06-07 03:00:00,2,0,1,1,24.6,29.545,73,6.0032,1.266881387516141,24.601000000000003,0.0,2
2011-07-06 19:00:00,3,0,1,1,30.34,34.85,70,15.0013,2.4309813824368947,30.341,0.0,394
2012-11-08 11:00:00,4,0,1,1,14.76,16.665,29,26.0027,2.1925207811483345,14.761,0.004489314454335112,171
2012-10-01 07:00:00,4,0,1,1,18.04,21.97,77,11.0014,261.52715253788347,18.041,0.0,483
2011-11-06 03:00:00,4,0,0,1,9.84,14.395,87,0.0,4.7223674660111765,9.841,0.0002423054021920468,9
2011-01-14 12:00:00,1,0,1,1,8.2,9.85,44,16.9979,0.7547339553669197,8.200999999999999,0.0002423054021920468,61
2011-02-14 11:00:00,1,0,1,1,21.32,25.0,23,16.9979,14.561321657303855,21.321,0.01561450243171645,53
2011-08-18 15:00:00,3,0,1,1,32.8,36.365,46,23.9994,55.74463040237071,32.800999999999995,0.01561450243171645,174
2011-02-16 09:00:00,1,0,1,1,9.84,10.605,52,19.0012,5.8866389214061385,9.841,0.0,124
2011-06-11 02:00:00,2,0,0,1,28.7,33.335,79,7.0015,2.79204292864932,28.701,0.0002423054021920468,60
